,,,,,,,,,,,,,,,,,,,,,,Destek Unusrları(1),sartları,Destek Unusrları sart 1,Destek Unusrları sart 2,Destek Unusrları sart 3,Destek Unusrları sart 4,Destek Unusrları sart 5,Destek Unusrları sart 6,Destek Unusrları sart 7,Destek Unusrları sart 8,sorgulamam seçimi,kapasite,kanun,yatırım konusu,iozsart,revize id,,GTIP No,BIRIMI,ADI OZELLIGI,kullanıcı mail,rol,kayıt tarihi,dogrulamaKodu,kodGecerlilikTarihi,onayDurumu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"251710200000 - Kireç taşı , dolomit ve diğer kalkerli taşlar (kırılmış veya ezilmiş)",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"251710200000 - Kireç taşı , dolomit ve diğer kalkerli taşlar (kırılmış veya ezilmiş)",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252210000000 - KİREÇ; SÖNMEMİŞ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252220000000 - KİREÇ; SÖNMÜŞ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252230000000 - KİREÇ; SU ALTINDA SERTLEŞEN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690510000011 - Adi topraktan olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690510000019 - Diğer seramik maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847480900012 - KİREMİT VE TUĞLA VEYA BİRİKET YAPMAYA MAHSUS MAKİNA VE CİHAZLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510111002000 - Kirli şevyot,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510119002000 - Kirli şevyot,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510119002000 - Kirli şevyot,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510111002000 - Kirli şevyot,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251200000013 - Kiselgur,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251200000013 - Kiselgur,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"991900000018 - Kişisel eşya, yolcu beraberi eşya",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"991900000018 - Kişisel eşya, yolcu beraberi eşya",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090921000000 - Ezilmemiş ve öğütülmemiş,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090922000000 - Ezilmiş veya öğütülmüş,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490520000000 - Kitap halinde,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590110000000 - Kitap veya benzerlerinin dış kapaklarında kullanılan türden zamk,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,081050000000 - Kivi,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,081050000000 - Kivi,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"482030000000 - KAĞIT VEYA KARTONDAN KLASÖRLER, CİLTLER, DOSYA GÖMLEKLERİ VE KAPAKLARI",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920190000000 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080522000000 - Klemantin,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080522000000 - Klemantin,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841590009012 - KLİMA CİHAZLARINA AİT SPLİT SİSTEMLERİN İÇ ÜNİTELERİ; SİVİL HAVA TAŞITLARINDA KULLANILMAYA MAHSUS OLANLAR HARİÇ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841590009019 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382530000000 - Klinik atıkları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382530000000 - Klinik atıkları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"902511200000 - KLİNİKLERDE VEYA VETERİNERLİKTE KULLANILAN SIVILI TERMOMETRELER; DOĞRUDAN DOĞRUYA OKUNANLAR, DİĞER ALETLERLE KOMBİNE OLMAYANL",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"902511200000 - KLİNİKLERDE VEYA VETERİNERLİKTE KULLANILAN SIVILI TERMOMETRELER; DOĞRUDAN DOĞRUYA OKUNANLAR, DİĞER ALETLERLE KOMBİNE OLMAYANL",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252310000000 - ÇİMENTO; KLİNKER,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370130000021 - Klişe yapımı için hassas hale getirilmiş magnezyum plakalar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370130000021 - Klişe yapımı için hassas hale getirilmiş magnezyum plakalar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844230001000 - Klişecilik stereo tipi ve benzerleri için makina ve cihazlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844230001000 - Klişecilik stereo tipi ve benzerleri için makina ve cihazlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293372000011 - Klobazam (INN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293372000011 - Klobazam (INN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293391900013 - CLONAZEPAM (INN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280110000000 - Klor,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280110000000 - Klor,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291540000014 - Klor asetik asit sodyum tuzu,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291540000014 - Klor asetik asit sodyum tuzu,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291639909015 - Klor benzoik asitler ve klorürleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291639909015 - Klor benzoik asitler ve klorürleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290399800013 - Klor naftalenler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290399800013 - Klor naftalenler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293159900022 - Klor sarin (CR) (Oisopropil metil fosfonokloridat),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293159900022 - Klor sarin (CR) (Oisopropil metil fosfonokloridat),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293159900023 - Klor soman (CS) (O Pinakolil metil fosfonokloridat),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293159900023 - Klor soman (CS) (O Pinakolil metil fosfonokloridat),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291300001000 - Kloral (triklorasetaldehit),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291300001000 - Kloral (triklorasetaldehit),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290559981000 - Kloralhidrat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290559981000 - Kloralhidrat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294140000011 - Kloramfenikol,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294140000011 - Kloramfenikol,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294140000012 - Kloramfenikol palmitat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294140000012 - Kloramfenikol palmitat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294140000013 - Kloramfenikol pentatonat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294140000013 - Kloramfenikol pentatonat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294140000019 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292142000011 - KLORANİLİNLER (O- M- P),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292142000011 - KLORANİLİNLER (O- M- P),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291479003000 - Kloraseton (Chloroacetone),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291479003000 - Kloraseton (Chloroacetone),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293391900014 - CLORAZEPATE (INN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290391000011 - Klorbenzen,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290391000011 - Klorbenzen,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291471000000 - Klordekon (ISO),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291471000000 - Klordekon (ISO),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293391100000 - Klordiazepoksit (INN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293391100000 - Klordiazepoksit (INN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300051 - Klordiflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300051 - Klordiflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292521000000 - Klordimeform (IS0),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292521000000 - Klordimeform (IS0),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300025 - Klorfloretan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300025 - Klorfloretan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300013 - Klorflormetan,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300013 - Klorflormetan,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300052 - Klorflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300052 - Klorflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300033 - Klorhekzaflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300033 - Klorhekzaflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290819009014 - Klorhidrokinon,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290819009014 - Klorhidrokinon,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290499000025 - Klornitrobenzenler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290499000025 - Klornitrobenzenler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290499000024 - Klornitrometan,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290499000024 - Klornitrometan,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290499000026 - Klornitrotoluenler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290499000026 - Klornitrotoluenler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291818000000 - Klorobenzilat (ISO),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291818000000 - Klorobenzilat (ISO),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290374000000 - KLORODİFLOROETANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290374000000 - KLORODİFLOROETANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290371000000 - KLORODİFLOROMETAN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290371000000 - KLORODİFLOROMETAN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290311000012 - Etil klorür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290313000000 - Kloroform (triklorometan),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290313000000 - Kloroform (triklorometan),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290311000011 - KLOROMETAN (METİL KLORÜR); DOYMUŞ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300038 - Klorpentaflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300038 - Klorpentaflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293499601011 - Klorprotiksen,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293499601011 - Klorprotiksen,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280620000000 - Klorsülfirik asit (klorsülfonik asit),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280620000000 - Klorsülfirik asit (klorsülfonik asit),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390190800012 - Klorsülfolanmış alçak yoğunluk polietilen (kompaundlar dahil),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390190800012 - Klorsülfolanmış alçak yoğunluk polietilen (kompaundlar dahil),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300017 - Klortetrafloretan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300017 - Klortetrafloretan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300044 - Klortetraflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300044 - Klortetraflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300022 - Klortrifloretan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300022 - Klortrifloretan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300047 - Klortriflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290379300047 - Klortriflorpropan (tüm izomerleri),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853669100000 - KOAKSİYAL KABLOLAR İÇİN FİŞLER VE SOKETLER (PRİZLER); ANMA GERİLİMİ <= 1000 V,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853669100000 - KOAKSİYAL KABLOLAR İÇİN FİŞLER VE SOKETLER (PRİZLER); ANMA GERİLİMİ <= 1000 V,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854420000000 - Koaksiyel kablolar ve diğer koaksiyel elektrik iletkenleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291529002000 - Kobalt asetat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291529002000 - Kobalt asetat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260500000000 - Kobalt cevherleri ve zenginleştirilmiş kobalt cevherleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260500000000 - Kobalt cevherleri ve zenginleştirilmiş kobalt cevherleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810530000011 - KOBALT DÖKÜNTÜLERİ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282200000013 - Kobalt hidroksitleri (hidratları),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282200000013 - Kobalt hidroksitleri (hidratları),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810530000012 - KOBALT HURDALARI,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282760002018 - Kobalt iyodür ve oksiiyodür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282760002018 - Kobalt iyodür ve oksiiyodür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283699179012 - Kobalt karbonatlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283699179012 - Kobalt karbonatlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282739300000 - Kobalt klorür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282739300000 - Kobalt klorür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810520000019 - KOBALT MATLARI VE KOBALT METALURJİSİNİN DİĞER ARA ÜRÜNLERİ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810520000000 - Kobalt matları ve kobalt metalurjisinin diğer ara ürünleri; işlen,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283429203012 - Kobalt nitrat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283429203012 - Kobalt nitrat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282200000011 - Kobalt oksitleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282200000011 - Kobalt oksitleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283719009016 - Kobalt siyanürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283719009016 - Kobalt siyanürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"283329300000 - KOBALT SÜLFAT, TİTAN SÜLFAT",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"283329300000 - KOBALT SÜLFAT, TİTAN SÜLFAT",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810520000012 - KOBALT TOZLARI,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810590000000 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010619001000 - KOBAYLAR VE FARELER,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010619001000 - KOBAYLAR VE FARELER,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293911000015 - Kodein,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293911000015 - Kodein,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282110001012 - DEMİR HİDROKSİTLERİ (KODEKS EVSAFINDA OLAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282110001011 - DEMİR OKSİTLERİ (KODEKS EVSAFINDA OLAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282120001000 - Kodeks evsafında olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282110009012 - DEMİR HİDROKSİTLERİ (KODEKS EVSAFINDA OLMAYAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282110009011 - DEMİR OKSİTLERİ (KODEKS EVSAFINDA OLMAYAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282120009000 - Kodeks evsafında olmayanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291462000000 - Koenzim Q10 (ubidecarenone (INN)),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291462000000 - Koenzim Q10 (ubidecarenone (INN)),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121130000000 - Koka yaprağı,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121130000000 - Koka yaprağı,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270112100000 - BİTÜMENLİ KOKLUK TAŞKÖMÜRÜ (AGLOMERE EDİLMEMİŞ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"570249001012 - DOKUNMUŞ PASPASLAR; HİNDİSTAN CEVİZİ (KOKO) LİFLERİNDEN, HAV YAPISINDA, HAZIR EŞYA HALİNDE OLAN, TUFTE VEYA FLOKE EDİLMEMİŞ",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711711000000 - ADİ METALLERDEN KOL DÜĞMELERİ VB. DÜĞMELER; KIYMETLİ METALLERLE KAPLANMIŞ OLSUN OLMASIN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020312190000 - EVCİL DOMUZLARIN KEMİKLİ KOL VE KOL PARÇALARI; TAZE VEYA SOĞUTULMUŞ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020322190000 - EVCİL DOMUZLARIN KEMİKLİ KOL VE KOL PARÇALARI; DONDURULMUŞ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021011190000 - EVCİL DOMUZLARIN KEMİKLİ KOL VE KOL PARÇALARI (TUZLANMIŞ VEYA SALAMURA EDİLMİŞ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021011390000 - EVCİL DOMUZLARIN KEMİKLİ KOL VE KOL PARÇALARI (KURUTULMUŞ VEYA TÜTSÜLENMİŞ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080270000000 - Kola Cevizi (Cola spp.),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080270000000 - Kola Cevizi (Cola spp.),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220210000013 - Kolalı gazozlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220210000013 - Kolalı gazozlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401290900000 - KAUÇUKTAN DIŞ LASTİKLER İÇİN KOLANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300241902015 - Kolera aşısı,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300241902015 - Kolera aşısı,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"291819300000 - Kolik asit, 3alfa, 12alfadihodroksi5betakolan24oik asit",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"291819300000 - Kolik asit, 3alfa, 12alfadihodroksi5betakolan24oik asit",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294190000018 - KOLİMİSİN VE TÜREVLERİ; BUNLARIN TUZLARI,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294190000018 - KOLİMİSİN VE TÜREVLERİ; BUNLARIN TUZLARI,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292310000000 - Kolin ve tuzları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292310000000 - Kolin ve tuzları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482050000000 - KAĞIT VEYA KARTONDAN KOLLEKSİYON VE NUMUNELERİN KONDUĞU ALBÜMLER,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850300919012 - Kollektörler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850300989012 - Kollektörler,,,,,,,,
