GTIP KODU,AÇIKLAMASI
040291510000,"Net muhteviyatı 2,5 kg.ı geçmeyen hazır ambalajlarda olanlar"
040291590000,Diğerleri
040291300000,İçerdiği katı yağ oranı ağırlık itibariyle % 8' i geçen fakat % 10'u
040299310000,"Net muhteviyatı 2,5 kg.ı geçmeyen hazır ambalajlarda olanlar"
040299390000,Diğerleri
040291100000,İçerdiği katı yağ oranı ağırlık itibariyle % 8' i geçmeyenler
040299100000,"İçerdiği katı yağ oranı ağırlık itibariyle % 9,5' i geçmeyenler"
040291910000,"Net muhteviyatı 2,5 kg.ı geçmeyen hazır ambalajlarda olanlar"
040291990000,Diğerleri
040299910000,"Net muhteviyatı 2,5 kg.ı geçmeyen hazır ambalajlarda olanlar"
040299990000,Diğerleri
040210910000,"Net muhteviyatı 2,5 kg.ı geçmeyen hazır ambalajlarda olanlar"
040210990000,Diğerleri
040210110000,"Net muhteviyatı 2,5 kg.ı geçmeyen hazır ambalajlarda olanlar"
040210190000,Diğerleri
040229910000,"Net muhteviyatı 2,5 kg.ı geçmeyen hazır ambalajlarda olanlar"
040229990000,Diğerleri
040221110000,"Net muhteviyatı 2,5 kg.ı geçmeyen hazır ambalajlarda olanlar"
040221180000,Diğerleri
040221910000,"Net muhteviyatı 2,5 kg.ı geçmeyen hazır ambalajlarda olanlar"
040221990000,Diğerleri
040120190000,Diğerleri
040120110000,Net muhteviyatı 2 It.yi geçmeyen hazır ambalajlarda olanlar
040150190000,Diğerleri
040150110000,Net muhteviyatı 2 lt.yi geçmeyen hazır ambalajlarda olanlar
040150390000,Diğerleri
040150310000,Net muhteviyatı 2 It.yi geçmeyen hazır ambalajlarda olanlar
040120990000,Diğerleri
040120910000,Net muhteviyatı 2 It.yi geçmeyen hazır ambalajlarda olanlar
040110900000,Diğerleri
040110100000,Net muhteviyatı 2 It.yi geçmeyen hazır ambalajlarda olanlar
040150990000,Diğerleri
040150910000,Net muhteviyatı 2 lt.yi geçmeyen hazır ambalajlarda olanlar
040140900011,Süt
040140100011,Süt
843420000019,Diğerleri
180620700000,Sütlü çikolata kırıntıları
180620700000,Sütlü çikolata kırıntıları
040590900000,Diğerleri
040590100000,"İçerdiği katı yağ oranı ağırlık itibariyle %99,3 veya daha fazla ve içerdiği su"
621210900000,Diğerleri
621230000000,Sütyenli korseler
621230000000,Sütyenli korseler
040900000012,Süzme bal
621490000000,Dokumaya elverişli diğer maddelerden
621410000000,İpekten veya ipek döküntülerinden
621430000000,Sentetik liflerden
621440000000,Suni liflerden
621420000000,ŞAL; YÜN/İNCE HAYVAN KILLARINDAN (ÖRÜLMEMİŞ VEYA KROŞE OLMAYAN)
070610000012,Şalgamlar
070610000012,Şalgamlar
611710000000,"Şallar, eşarplar, boyun atkıları, kaşkollar, peçeler, duvaklar ve"
611710000000,"Şallar, eşarplar, boyun atkıları, kaşkollar, peçeler, duvaklar ve"
070310900000,Şalotlar
070310900000,Şalotlar
250870000000,Şamot ve dinas toprakları
250870000000,Şamot ve dinas toprakları
690220910013,Şamottan diğer eşyalar (alumin %2044)
690220910013,Şamottan diğer eşyalar (alumin %2044)
690220910012,"ŞAMOTTAN KARO; ALÜMİN, SİLİS VEYA KARIŞIMLARI > %50, %20 < ALÜMİN < %44"
690220910012,"ŞAMOTTAN KARO; ALÜMİN, SİLİS VEYA KARIŞIMLARI > %50, %20 < ALÜMİN < %44"
690220910011,Şamottan tuğlalar (alumin %2044)
690220910011,Şamottan tuğlalar (alumin %2044)
220410110000,Şampanya
220410110000,Şampanya
330510000000,Şampuanlar
330510000000,Şampuanlar
500600909011,Şap ipliği
500600909011,Şap ipliği
591120000012,Şap liflerinden
591120000012,Şap liflerinden
590500901012,DUVAR KAPLAMALARI; ŞAP VE BURETTEN
510220001000,"KABA HAYVAN KILLARI; ŞAPKA FÖTRÜ İMALİNE MAHSUS, KARDE EDİLMEMİŞ VEYA TARANMAMIŞ"
650200001000,Bitkisel maddelerden olanlar
650200009000,Diğerleri
650100001011,Kıl keçesinden veya yün ve kıl keçesinden
650100009011,Kıl keçesinden veya yün ve kıl keçesinden
650400000000,Her nevi maddeden şeritlerin birleştirilmesi veya örülmesi suretiyle
650500100000,65.01 Pozisyonunda yer alan şapka taslakları ve disklerinden yapılmış
590190009000,Diğerleri
220900110000,Muhtevası 2 litreyi geçmeyen kaplarda olanlar
220900190000,Muhtevası 2 litreyi geçen kaplarda olanlar
230700110000,"Alkol derecesi % 7,9'u geçmeyen ve kuru madde oranı ağırlık itibariyle"
230700190000,Diğerleri
843510000019,Diğerleri
843590000000,Aksam ve parçalar
220421070000,Korunmuş coğrafi işareti (PGI) olanlar
220421060000,Korunmuş menşe işareti (PDO) olanlar
220410940000,Korunmuş coğrafi işareti (PGI) olanlar
080830100000,"ŞARAPLIK ARMUT, YIĞIN HALİNDE, 1 AĞUSTOS TAN 31 ARALIK A KADAR (TAZE)"
080830100000,"ŞARAPLIK ARMUT, YIĞIN HALİNDE, 1 AĞUSTOS TAN 31 ARALIK A KADAR (TAZE)"
080810100000,"ELMA; ŞARAPLIK (TAZE), YIĞIN HALİNDE, 16 EYLÜL DEN 15 ARALIK A KADAR"
870899931100,87.01 POZİSYONUNDAKİ TRAKTÖRLER İÇİN KAPALI KALIPTA DÖVÜLMÜŞ ÇELİKTEN ŞASİ AKSAMI; 8708.99.10 DA YER ALANLAR HARİÇ
870899939100,87.02 İLA 87.05 TE YER ALAN MOTORLU KARA TAŞITLARI İÇİN KAPALI KALIPTA DÖVÜLMÜŞ ÇELİKTEN ŞASİ AKSAMI; 8708.99.10 DA YER ALANL
870899971100,87.01 POZİSYONUNDAKİ TRAKTÖRLER İÇİN ŞASİ AKSAMI; KAPALI KALIPTA DÖVÜLMÜŞ ÇELİKTEN OLANLAR VE 8708.99.10 DA YER ALANLAR HARİÇ
870899979100,87.02 İLA 87.05 TE YER ALAN MOTORLU KARA TAŞITLARI İÇİN ŞASİ AKSAMI; KAPALI KALIPTA DÖVÜLMÜŞ ÇELİKTEN OLANLAR VE 8708.99.10 D
871410900011,MOTORSİKLETLERE AİT (MOPEDLER DAHİL) ŞASİLER
871690100000,"RÖMORKLAR, YARI RÖMORKLAR VE HAREKET ETTİRİCİ TERTİBATI BULUNMAYAN DİĞER TAŞITLAR İÇİN ŞASİLER"
842612009000,Diğerleri
081190950013,Şeftali
081290980011,Şeftali
081290980011,Şeftali
081190950013,Şeftali
081340100000,ŞEFTALİ (NEKTARINLAR DAHİL) (KURUTULMUŞ)
200870590000,Diğerleri
200870510000,"ŞEFTALİ (NEKTARİN DAHİL); İLAVE ALKOL İÇEREN, AMBALAJDA NET =<1 KG, ŞEKER ORANI>% 15"
200870310000,"Alkol derecesi % 11,85'i geçmeyenler"
200870390000,Diğerleri
200870190000,Diğerleri
200870110000,"Alkol derecesi % 11,85'i geçmeyenler"
200870690000,Diğerleri
200870610000,"ŞEFTALİ (NEKTARİN DAHİL); İLAVE ALKOL İÇERMEYEN, İLAVE ŞEKER İÇEREN, AMBALAJDA NET >1 KG, ŞEKER ORANI>% 13"
081340100000,ŞEFTALİ (NEKTARINLAR DAHİL) (KURUTULMUŞ)
200870790000,Diğerleri
200870710000,"ŞEFTALİ; İLAVE ALKOL İÇERMEYEN, İLAVE ŞEKER İÇEREN, AMBALAJDA NET  =<1 KG, ŞEKER ORANI>% 15"
200870980000,Net muhtevası 5 kg.dan az olanlar
200870920000,Net muhtevası 5 kg. veya daha fazla olanlar
382510000000,Şehir atıkları
382510000000,Şehir atıkları
262110000000,Şehir atıklarının yakılmasından elde edilen kül ve kalıntılar
262110000000,Şehir atıklarının yakılmasından elde edilen kül ve kalıntılar
170390000000,Diğerleri
190590800011,Şeker hastaları için gluten ekmeği
190590800011,Şeker hastaları için gluten ekmeği
843830000000,Şeker imaline mahsus makina ve cihazlar
843830000000,Şeker imaline mahsus makina ve cihazlar
121293000000,Şeker kamışı
121293000000,Şeker kamışı
230320900000,Diğerleri
200791300000,"Şeker oranı ağırlık itibariyle % 13'ü geçen,fakat % 30'u geçmeyenler"
081110110000,"ÇİLEK; ŞEKER ORANI >% 13 (İLAVE ŞEKER İÇEREN) (PİŞİRİLMEMİŞ VEYA BUHARDA VEYA SUDA KAYNATILARAK PİŞİRİLMİŞ, DONDURULMUŞ)"
081120110000,"AHUDUDU, BÖĞÜRTLEN, DUT, LOGANBERRİER, SİYAH, BEYAZ, KIRMIZI FRENK VE BEKTAŞİ ÜZÜMÜ; ŞEKER > %13 (İLAVE ŞEKER VEYA TATLANDIRI"
200710100000,"HOMOJENİZE REÇELLER, JÖLELER, MARMELATLAR, MEYVA PÜRESİ, MEYVA VEYA SERT KABUKLU MEYVA PASTLARI; PİŞİRİLEREK HAZIRLANMIŞ, ŞEK"
200840510000,"ARMUT; İLAVE ALKOL İÇERMEYEN, İLAVE ŞEKER İÇEREN, AMBALAJDA NET >1 KG, ŞEKER ORANI > % 13"
200850610000,"KAYISI (ZERDALİ DAHİL); İLAVE ALKOL İÇERMEYEN, İLAVE ŞEKER İÇEREN, AMBALAJDA NET >1 KG, ŞEKER > % 13"
200870610000,"ŞEFTALİ (NEKTARİN DAHİL); İLAVE ALKOL İÇERMEYEN, İLAVE ŞEKER İÇEREN, AMBALAJDA NET >1 KG, ŞEKER ORANI>% 13"
200899210000,Şeker oranı ağırlık itibariyle % 13'ü geçenler
200840310000,"ARMUT; İLAVE ALKOL İÇEREN, AMBALAJDA NET =<1 KG, ŞEKER ORANI > % 15"
200840710000,"ARMUT; İLAVE ALKOL İÇERMEYEN, İLAVE ŞEKER İÇEREN, AMBALAJDA NET =<1 KG, ŞEKER ORANI > % 15"
200850510000,"KAYISI (ZERDALİ DAHİL); İLAVE ALKOL İÇEREN, AMBALAJDA NET =<1 KG, ŞEKER ORANI > %15"
200850710000,"KAYISI (ZERDALİ DAHİL); İLAVE ALKOL İÇERMEYEN, İLAVE ŞEKER İÇEREN, AMBALAJDA NET <=1 KG, ŞEKER > % 15"
200870510000,"ŞEFTALİ (NEKTARİN DAHİL); İLAVE ALKOL İÇEREN, AMBALAJDA NET =<1 KG, ŞEKER ORANI>% 15"
200870710000,"ŞEFTALİ; İLAVE ALKOL İÇERMEYEN, İLAVE ŞEKER İÇEREN, AMBALAJDA NET  =<1 KG, ŞEKER ORANI>% 15"
200820110000,"ANANAS; İLAVE ALKOL İÇEREN, AMBALAJDA NET >1KG, ŞEKER ORANI > % 17, FARKLI HAZIRLANMIŞ VEYA KONSERVE EDİLMİŞ"
200820510000,"ANANAS; İLAVE ALKOL İÇERMEYEN, İLAVE ŞEKER İÇEREN, AMBALAJ>1 KG, ŞEKER ORANI>% 17, FARKLI HAZIRLANMIŞ VEYA KONSERVE EDİLMİŞ"
200820310000,"ANANAS; İLAVE ALKOL İÇEREN, AMBALAJDA NET <=1KG, ŞEKER ORANI>% 19, FARKLI HAZIRLANMIŞ VEYA KONSERVE EDİLMİŞ"
200820710000,"ANANAS; İLAVE ALKOL İÇERMEYEN, İLAVE ŞEKER İÇEREN, AMBALAJ <=1 KG, ŞEKER ORANI>% 19, FARKLI HAZIRLANMIŞ VEYA KONSERVE EDİLMİŞ"
120910000000,Şeker pancarı tohumları
120910000000,Şeker pancarı tohumları
121291200000,Kurutulmuş (öğütülmüş olsun olmasın)
121291800000,Diğerleri
230320100000,Şeker pancarının etli kısımları
230320100000,Şeker pancarının etli kısımları
170490810000,Basınçla elde edilen tabletler
843820000000,"Şekerleme, kakao veya çikolata imaline mahsus makina ve"
843820000000,"Şekerleme, kakao veya çikolata imaline mahsus makina ve"
700600900011,"DÖKME, HADEDEN GEÇİRİLMİŞ, ÇEKME, ÜFLEME, FLOAT, YÜZEYİ TAŞLANMIŞ VEYA PARLATILMIŞ CAMLARDAN KENARLARI İŞLENEREK ELDE EDİLMİŞ"
660390901000,66.01 Pozisyonuna giren eşyanın aksamı
660390100000,Saplar ve uçlar
660320000000,Şemsiyelerin bir araya getirilmiş tel mesnetleri (mil üzerine
660320000000,Şemsiyelerin bir araya getirilmiş tel mesnetleri (mil üzerine
560600100000,Şenet iplik
560600100000,Şenet iplik
360410000000,Şenlik fişekleri
360410000000,Şenlik fişekleri
121010000000,"Şerbetçi otu kozalakları (dane, toz veya pellet şekline"
121010000000,"Şerbetçi otu kozalakları (dane, toz veya pellet şekline"
121020900000,Diğerleri
330190212000,Şerbetçi otundan
330190212000,Şerbetçi otundan
130213000000,ŞERBETÇİ OTUNDAN ELDE EDİLEN BİTKİSEL ÖZSU VE HÜLASALAR
130213000000,ŞERBETÇİ OTUNDAN ELDE EDİLEN BİTKİSEL ÖZSU VE HÜLASALAR
820220000000,ADİ METALLERDEN ŞERİT HALİNDE TESTERE AĞIZLARI
844513000000,"Şerit halindeki pamuk, keten, kendir, vb. lifleri çekip uzatarak ve"
844513000000,"Şerit halindeki pamuk, keten, kendir, vb. lifleri çekip uzatarak ve"
901780109019,Diğer şerit metreler
170410100011,"CİKLET; ŞERİT ŞEKLİNDE, SAKKAROZ ORANI <% 60, ŞEKER KAPLANMIŞ/KAPLANMAMIŞ"
170410900011,"CİKLET; ŞERİT ŞEKLİNDE, SAKKAROZ ORANI =>% 60, ŞEKER KAPLANMIŞ/KAPLANMAMIŞ"
846591100000,"AĞAÇ, MANTAR, KEMİK, SERT KAUÇUK, SERT PLASTİK, VB. SERT MADDELER İÇİN ŞERİT TESTERE MAKİNALARI"
540500000019,Diğerleri
540490900000,Diğerleri
540490100000,Polipropilenden
844790000012,Şerit ve kaytan yapan makinalar
440791311000,"MEŞE AĞACINDAN PARKE VEYA AHŞAP BLOK DÖŞEMECİLİĞİ İÇİN BİRLEŞTİRİLMEMİŞ ŞERİT VE SÜPÜRGELİKLER; RENDELENMİŞ, KALINLIK > 6MM"
440929912100,"PARKE VEYA BLOK DÖŞEMECİLİĞİ İÇİN AHŞAPTAN BİRLEŞTİRİLMEMİŞ ŞERİT VE SÜPÜRGELİKLER (BAMBUDAN, İĞNE YAPRAKLI VE TROPİKAL AĞAÇL"
731700200000,"DEMİR VEYA ÇELİK TELLERDEN SOĞUK PRESLE ELDE EDİLMİŞ, ŞERİT VEYA RULO HALİNDE KÜÇÜK VE BÜYÜK ÇİVİLER"
721123201000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN MANYETİK YASSI ŞERİTLER; SOĞUK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.25, EN < 600 MM"
722011000013,"PASLANMAZ ÇELİKTEN YASSI ŞERİTLER; SICAK HADDELENMİŞ, ENİ < 600 MM, KALINLIK >= 4.75MM"
722012000013,"PASLANMAZ ÇELİKTEN YASSI ŞERİTLER; SICAK HADDELENMİŞ, ENİ < 600 MM, KALINLIK < 4.75MM"
750620000013,NİKEL ALAŞIMLARINDAN ŞERİTLER
482390409011,Şeritli kağıtlar
482390409011,Şeritli kağıtlar
030772100000,Şeritli venus veya Veneridae familyasına ait diğer yumuşakçalar
830110000011,ASMA KİLİTLER; ŞİFRELİ OLANLAR
030245300000,Şili istavriti (Trachurus murphyi)
030355300000,Şili istavriti (Trachurus murphyi)
030355300000,Şili istavriti (Trachurus murphyi)
030245300000,Şili istavriti (Trachurus murphyi)
940410000000,Şilte mesnetleri
940410000000,Şilte mesnetleri
440799909021,Şimşir
440799909021,Şimşir
060420900011,Şimşir dalı
060420900011,Şimşir dalı
050400009030,Kurutulmamış şirdenler
842230000000,"ŞİŞE, KUTU, ÇUVAL, VB KAPLARI DOLDURMA, KAPAMA, MÜHÜRLEME, ETİKETLEME, KAPSÜLLEME MAKİNALARI VE İÇECEKLERİ GAZLANDIRMAYA MAHS"
220300010000,"BİRA (MALTTAN); ŞİŞEDE, MUHTEVASI <= 10 LİTRE"
392350100000,PLASTİKTEN ŞİŞELER İÇİN KAPAK VE KAPSÜLLER
830990100000,ADİ METALLERDEN KURŞUN KAPSÜLLER VE ÇAPI 21 MM. Yİ GEÇEN ALUMİNYUM KAPSÜLLER
460211001000,BAMBUDAN ŞİŞELERE AMBALAJLAMA VEYA MUHAFAZA AMACIYLA GEÇİRİLEN HASIR KILIFLAR
460212001000,HİNT KAMIŞINDAN ŞİŞELERE AMBALAJLAMA VEYA MUHAFAZA AMACIYLA GEÇİRİLEN HASIR KILIFLAR
460219100000,DİĞER BİTKİSEL MADDELERDEN ŞİŞELERE AMBALAJLAMA VEYA MUHAFAZA AMACIYLA GEÇİRİLEN HASIR KILIFLAR
842220000000,Şişeleri veya diğer kapları temizlemeye veya kurutmaya mahsus
842220000000,Şişeleri veya diğer kapları temizlemeye veya kurutmaya mahsus
842230000000,"ŞİŞE, KUTU, ÇUVAL, VB KAPLARI DOLDURMA, KAPAMA, MÜHÜRLEME, ETİKETLEME, KAPSÜLLEME MAKİNALARI VE İÇECEKLERİ GAZLANDIRMAYA MAHS"
950662000000,Şişirilebilen toplar
950662000000,Şişirilebilen toplar
890710000000,Şişirilebilir sallar
890710000000,Şişirilebilir sallar
630640000000,Şişme yataklar
630640000000,Şişme yataklar
510400000011,Şodi ve mungo
510400000011,Şodi ve mungo
841990859012,ŞOFBEN VE DİĞER SU ISITICILARINA AİT AKSAM VE PARÇALAR
841990859012,ŞOFBEN VE DİĞER SU ISITICILARINA AİT AKSAM VE PARÇALAR
610349000091,ERKEK/ERKEK ÇOCUK İÇİN ŞORT; SUNİ LİFLERDEN (ÖRME VEYA KROŞE)
610349000093,ERKEK/ERKEK ÇOCUK İÇİN ŞORT; DOKUMAYA ELVERİŞLİ DİĞER MADDELERDEN (ÖRME VEYA KROŞE)
610469000091,KADIN/KIZ ÇOCUK İÇİN ŞORT; SUNİ LİFLERDEN (ÖRME VEYA KROŞE)
610469000093,KADIN/KIZ ÇOCUK İÇİN ŞORT; DOKUMAYA ELVERİŞLİ DİĞER MADDELERDEN (ÖRME VEYA KROŞE)
130190002100,SALUZ ADASI MASTİKASI (PİSTACİA LENTİSCUS CİNSİ AĞAÇLARIN MASTİKASI); TABABETTE KULLANILANLAR
130190003100,Tababette kullanılanlar
130190009100,DİĞER REÇİNELER; TABABETTE KULLANILANLAR
150410101000,"BALIK KARACİĞERLERİNİN SIVI YAĞLARI VE BUNLARIN FRAKSİYONLARI; GRAMINDA A VİTAMİNİ <= 2500 ÜNİTE, TABABETTE KULLANILAN"
150410991000,"DİĞER BALIK KARACİĞERLERİNİN SIVI YAĞLARI VE BUNLARIN FRAKSİYONLARI; GRAMINDA A VİTAMİNİ <= 2500 ÜNİTE OLANLAR HARİÇ, TABABET"
844313900000,Diğerleri
844313340000,"Kağıt ebadı 53x75 cm.yi geçen, fakat 75x107 cm. yi geçmeyenler"
844313320000,Kağıt ebadı 53x75 cm.yi geçmeyenler
844313380000,Kağıt ebadı 75x107 cm.yi geçenler
844313100000,Kullanılmış
844312000000,"Ofset baskı yapan makinalar, tabaka kağıda baskı yapan büro tipi"
480262000000,"Tabakalar halinde, (katlanmamış halde bir kenarı 435 mm.yi, diğer"
480262000000,"Tabakalar halinde, (katlanmamış halde bir kenarı 435 mm.yi, diğer"
640299310000,"DİĞER AYAKKABILAR; DIŞ TABANI KAUÇUK VEYA PLASTİK MADDEDEN, YÜZÜ PLASTİK ŞERİTLERDEN VEYA PARÇA KESİLMİŞ, TABANI İLE BİRLİKTE"
410791100000,SIĞIR (BUFFALO DAHİL) VE ATLARIN DERİLERİNDEN İLERİ DERECEDE HAZIRLANMIŞ SIRÇALI TABAN KÖSELESİ
640359110000,"DİĞER AYAKKABILAR; DIŞ TABANI TABİİ KÖSELEDEN, YÜZÜ DERİ ŞERİTLERDEN VEYA PARÇA KESİLMİŞ, TABANI İLE BİRLİKTE TOPUK YÜKSEKLİĞ"
271490000019,Diğerleri
251010001000,TABİİ ALUMİNYUM - KALSİYUM FOSFATLAR (ÖĞÜTÜLMEMİŞ)
251020001012,TABİİ ALUMİNYUM - KALSİYUM FOSFATLAR (ÖĞÜTÜLMÜŞ)
251020001012,TABİİ ALUMİNYUM - KALSİYUM FOSFATLAR (ÖĞÜTÜLMÜŞ)
251010001000,TABİİ ALUMİNYUM - KALSİYUM FOSFATLAR (ÖĞÜTÜLMEMİŞ)
271490000012,Tabii asfalt
271490000012,Tabii asfalt
040900000011,Petek bal
040900000012,Süzme bal
251120000000,Tabii baryum karbonat (witherithe)
251120000000,Tabii baryum karbonat (witherithe)
251110000011,Ham baryum sülfat
251110000013,Mikronize edilmiş baryum sülfat
251110000012,Öğütülmüş baryum sülfat
271490000011,Tabii bitümen
271490000011,Tabii bitümen
252800000000,Tabii boratlar ve bunların konsantreleri (kalsine edilmiş olsun
252800000000,Tabii boratlar ve bunların konsantreleri (kalsine edilmiş olsun
420500900011,TABİİ DERİ VE KÖSELEDEN DİĞER EŞYA
420211100011,"EVRAK ÇANTALARI, OKUL ÇANTALARI, VB. MAHFAZALAR; DIŞ YÜZLERİ TABİİ DERİ VE KÖSELEDEN OLANLAR"
420211900011,"SANDIKLAR, BAVULLAR, VALİZLER, VB.; DIŞ YÜZLERİ TABİİ DERİ VE KÖSELEDEN OLANLAR"
420291100011,"SEYAHAT, TUVALET, SIRT VE SPOR ÇANTALARI; DIŞ YÜZÜ TABİİ DERİ VE KÖSELEDEN OLANLAR"
420321000011,SPOR ELDİVENLERİ; TABİİ DERİ VE KÖSELEDEN
420329100011,"SANAT, MESLEK ERBABI İÇİN ELDİVENLER; TABİİ DERİ VE KÖSELEDEN OLANLAR"
420330000011,"BEL KEMERİ, KILIÇ KAYIŞI VE PALASKALAR; TABİİ DERİ VE KÖSELEDEN OLANLAR"
420340000011,GİYİM EŞYASININ DİĞER AKSESUARI; TABİİ DERİ VE KÖSELEDEN OLANLAR
420500900011,TABİİ DERİ VE KÖSELEDEN DİĞER EŞYA
270900100000,HAM PETROL; TABİİ GAZIN KONDENSELERİ
250410000000,TABİİ GRAFİT; TOZ VEYA FLOKON HALİNDE OLAN
250490000000,Diğerleri
711610000019,Tabii inciden diğer eşya
711610000019,Tabii inciden diğer eşya
711610000011,"Tabii inciden kolyeler, bilezikler"
711610000011,"Tabii inciden kolyeler, bilezikler"
710110000011,İşlenmemiş olanlar
710110000012,İşlenmiş olanlar
320300101000,Tabii indigo (tabii çivit)
320300101000,Tabii indigo (tabii çivit)
580429001000,Tabii ipekten (saf veya karışık) olanlar
580430001011,Tabii ipekten (saf veya karışık) olanlar
580410901000,"Tabii ipekten (saf veya karışık), suni liflerden veya pamuktan"
570190100019,Diğerleri
570190100012,Dm2 sinde 10.000 den daha az düğüm olanlar
570190100013,Dm2 sinde 10.000 ve daha fazla düğüm olanlar
580430001011,Tabii ipekten (saf veya karışık) olanlar
580429001000,Tabii ipekten (saf veya karışık) olanlar
580410901000,"Tabii ipekten (saf veya karışık), suni liflerden veya pamuktan"
251010009011,Tabii kalsiyum fosfatlar
251020001011,Tabii kalsiyum fosfatlar
251010009011,Tabii kalsiyum fosfatlar
251020001011,Tabii kalsiyum fosfatlar
400599001000,Tabii kauçuğun kırmızı kil veya proteinle olan ana karışımları
400599001000,Tabii kauçuğun kırmızı kil veya proteinle olan ana karışımları
391390002000,Tabii kauçuğun kimyasal türevleri
391390002000,Tabii kauçuğun kimyasal türevleri
400129009000,Diğerleri
400121000000,Füme yapraklar (RSS)
251320000012,Tabii korindon
251320000012,Tabii korindon
251910000000,Tabii magnezyum karbonat (magnezit)
251910000000,Tabii magnezyum karbonat (magnezit)
450110000000,Tabii mantar (işlenmemiş veya basit bir şekilde hazırlanmış)
450110000000,Tabii mantar (işlenmemiş veya basit bir şekilde hazırlanmış)
450200000000,"Tabii mantar, dış kabuğu alınmış veya kabaca kare şekli verilmiş"
450200000000,"Tabii mantar, dış kabuğu alınmış veya kabaca kare şekli verilmiş"
450390000000,Diğerleri
450310100000,Silindirik olanlar
450310900000,Diğerleri
970199004000,Tabii mantardan yapılmış olanlar
970199004000,Tabii mantardan yapılmış olanlar
220110110000,Karbonatlandırılmamış
220110190000,Diğerleri
252610000000,"Ezilmemiş, toz haline getirilmemiş"
252620000000,Ezilmiş veya toz haline getirilmiş
051199310000,İşlenmemiş
051199390000,Diğerleri
680100000000,Tabii taşlardan kaldırım taşları ve kaldırım kenar taşları ile
680100000000,Tabii taşlardan kaldırım taşları ve kaldırım kenar taşları ile
284410900000,Diğerleri (EURATOM)
710590000019,Diğerleri
710590000011,Sanayide kullanılanlar
680530000000,Mesnedi diğer maddelerden olanlar
680510000000,Mesnedi sadece dokunmuş mensucattan olanlar
680520000000,Mesnedi sadece kağıt veya karton olanlar
640690600000,Tabii veya terkip yoluyla elde edilen deriden ayakkabı dış tabanları
640690600000,Tabii veya terkip yoluyla elde edilen deriden ayakkabı dış tabanları
911390001000,"Tabii, suni veya terkip yoluyla elde edilen deriden olanlar"
911390001000,"Tabii, suni veya terkip yoluyla elde edilen deriden olanlar"
911440000000,SAATLER İÇİN TABLALAR VE KÖPRÜLER
283429801200,"KALSİYUM NİTRAT (TABLET, PASTİL VE DİĞER BENZERİ ŞEKİLLERDE OLUP AMBALAJLI BRÜT AĞIRLIĞI <= 10 KG OLANLAR)"
440910110000,"İĞNE YAPRAKLI AĞAÇLARDAN TABLO, FOTOĞRAF, AYNA VB EŞYA ÇERÇEVESİ İÇİN PERVAZLAR"
440929100000,"AHŞAPTAN TABLO, FOTOĞRAF, AYNA VE BENZERİ EŞYA ÇERÇEVESİ İÇİN PERVAZLAR (BAMBUDAN, İĞNE YAPRAKLI AĞAÇLARDAN VE TROPİKAL AĞAÇL"
293149800011,"Tabun (Oetil N,Ndimetil fosforamidosiyanat)"
293149900011,"TABUN (OETİL N,NDİMETİL FOSFORAMİDOSİYANAT)"
450410990011,AGLOMERE MANTARDAN TAÇLI TIPA İMALİNDE KULLANILAN DİSKLER
350510900019,Diğerleri
220840310012,Tafia
220840390012,Tafia
220840910012,Tafia
220840390012,Tafia
220840910012,Tafia
220840310012,Tafia
200819190041,Tahin
200819990012,Tahin
170490991011,Tahin helvası
170490991011,Tahin helvası
200819990012,Tahin
200819190041,Tahin
870380100021,Tahrik gücü vermeyen bir içten yanmalı motora sahip olanlar
870380100011,TAHRİK GÜCÜ VERMEYEN BİR İÇTEN YANMALI MOTORA SAHİP OLANLAR
722830200000,TAKIM ÇELİĞİNDEN ÇUBUKLAR; SADECE SICAK HADDELENMİŞ VEYA ÇEKİLMİŞ
722860200019,Diğerleri
722840100000,TAKIM ÇELİĞİNDEN DİĞER ÇUBUKLAR; SADECE DÖVÜLMÜŞ
722850200000,TAKIM ÇELİĞİNDEN DİĞER ÇUBUKLAR; SADECE SOĞUK OLARAK ŞEKİL VERİLMİŞ VEYA İŞLENMİŞ
722860200011,Sıcak haddelenmiş ve çekilmiş (sadece plakaj yapılmış)
722490020019,Diğerleri
722410100000,TAKIM ÇELİĞİNDEN KÜLÇELER VEYA DİĞER İLK ŞEKİLLERDE ÇELİKLER
722410100000,TAKIM ÇELİĞİNDEN KÜLÇELER VEYA DİĞER İLK ŞEKİLLERDE ÇELİKLER
722530100000,Takım çeliğinden olanlar
722540120000,Takım çeliğinden olanlar
722691200000,Takım çeliğinden olanlar
722830200000,TAKIM ÇELİĞİNDEN ÇUBUKLAR; SADECE SICAK HADDELENMİŞ VEYA ÇEKİLMİŞ
722840100000,TAKIM ÇELİĞİNDEN DİĞER ÇUBUKLAR; SADECE DÖVÜLMÜŞ
722850200000,TAKIM ÇELİĞİNDEN DİĞER ÇUBUKLAR; SADECE SOĞUK OLARAK ŞEKİL VERİLMİŞ VEYA İŞLENMİŞ
722530100000,Takım çeliğinden olanlar
722490020011,Enine kesiti dikdörtgen (kare dahil) şeklinde olanlar veya sıcak haddelenmiş
722540120000,Takım çeliğinden olanlar
722691200000,Takım çeliğinden olanlar
