GTIP KODU,AÇIKLAMASI
722530300011,Sadece haddelenmiş; sadece yüzey işçiliğine tabi tutulmuş (plakaj dahil) veya
722540150011,Sadece haddelenmiş; sadece yüzey işçiliğine tabi tutulmuş (plakaj dahil) veya
722550200021,Sadece haddelenmiş; sadece yüzey işçiliğine tabi tutulmuş (plakaj dahil) veya
722550200031,Sadece haddelenmiş; sadece yüzey işçiliğine tabi tutulmuş (plakaj dahil) veya
851671000011,Sadece kahve yapmaya mahsus olanlar
700910001000,Sadece kesilmiş olanlar
700991001000,Sadece kesilmiş olanlar
670300000011,Sadece kök uçları bir araya getirilerek birbirine paralel şekilde
060490910000,Sadece kurutulmuş
910811000000,Sadece mekanik göstergeli veya mekanik göstergenin
910111000000,Sadece mekanik göstergesi olanlar
910211000000,Sadece mekanik göstergesi olanlar
401011000000,Sadece metalle takviye edilmiş olanlar
910812000000,Sadece optoelektronik göstergeli olanlar (dijital)
910212000000,Sadece optoelektronik göstergesi olanlar (dijital)
200410100000,Sadece pişirilmiş
370610200000,Sadece seslendirme izinden; negatiflerden; ara pozitiflerden
370690520000,Sadece seslendirme izinden; negatiflerden; ara pozitiflerden; aktüalite
722620000011,Sadece sıcak haddelenmiş
722870100000,Sadece sıcak haddelenmiş ve çekilmiş
722820100011,Sadece sıcak haddelenmiş ve çekilmiş (sadece plakaj yapılmış)
722820910000,Sadece sıcak haddelenmiş ve çekilmiş; sıcak haddelenmiş
722810200000,Sadece sıcak haddelenmiş ve çekilmiş; Sıcak haddelenmiş ve çekilmiş
722240100000,Sadece sıcak haddelenmiş veya çekilmiş
722620000013,Sadece soğuk haddelenmiş veya sadece yüzey işçiliğine tabi tutulmuş
722240500000,Sadece soğuk olarak şekil verilmiş veya bitirilmiş
390390100000,Sadece stiren ve alil alkolün kopolimeri (asetil değeri 175 veya daha
711620110000,"Sadece tabii kıymetli veya yarı kıymetli taşlardan kolyeler, bilezikler ve"
851519100000,Sadece veya esas itibarıyla baskılı devre montajlarının üretiminde kullanılan
847989700000,Sadece veya esas itibarıyla baskılı devre montajlarının üretiminde kullanılan türde
851431100000,Sadece veya esas itibarıyla baskılı devre veya baskılı devre montajlarının
851432100000,Sadece veya esas itibarıyla baskılı devre veya baskılı devre montajlarının
851439100000,Sadece veya esas itibarıyla baskılı devre veya baskılı devre montajlarının
842010810000,Sadece veya esas itibarıyla baskılı devre veya baskılı devre yüzeylerinin
842489400000,Sadece veya esas itibarıyla baskılı devreler veya baskılı devre montajlarının
845611100000,"Sadece veya esas itibarıyla baskılı devreler, baskılı devre montajları, 85.17"
845612100000,"Sadece veya esas itibarıyla baskılı devreler, baskılı devre montajları, 85.17"
854330400000,Sadece veya esas itibarıyla baskılı devrelerin üretiminde kullanılan türde
350691100000,Sadece veya esas itibarıyla düz panel göstergelerin veya
850590210000,Sadece veya esas itibarıyla manyetik rezonanslı görüntüleme cihazlarında
841459150000,"Sadece veya esas itibarıyla mikroişlemcilerin, telekominikasyon cihazlarının,"
852852100000,Sadece veya esas itibariyle 84.71 pozisyonunda yer alan otomatik
521211100000,Sadece veya esas itibariyle ketenle karışık olanlar
521212100000,Sadece veya esas itibariyle ketenle karışık olanlar
521213100000,Sadece veya esas itibariyle ketenle karışık olanlar
521214100000,Sadece veya esas itibariyle ketenle karışık olanlar
521215100000,Sadece veya esas itibariyle ketenle karışık olanlar
521221100000,Sadece veya esas itibariyle ketenle karışık olanlar
521222100000,Sadece veya esas itibariyle ketenle karışık olanlar
521223100000,Sadece veya esas itibariyle ketenle karışık olanlar
521224100000,Sadece veya esas itibariyle ketenle karışık olanlar
521225100000,Sadece veya esas itibariyle ketenle karışık olanlar
190211000011,Sadece yumurta ve makarnalık buğday (durum buğdayı) unu ve
721020001011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721020009011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721030001011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721030009011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721041001011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721041009011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721049001011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721049009011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721050001011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721050009011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721061001011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721061009011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721069001011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721069009011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721070100011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721070801011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721070809011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721090301011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721090309011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721090401011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721090409011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721090801011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721090809011,Sadece yüzey isçiliğine tabi tutulmuş veya dikdörtgenden (kare
721240801011,Sadece yüzey işçiliğine tabi tutulmuş
721240809011,Sadece yüzey işçiliğine tabi tutulmuş
722090200011,Sadece yüzey işçiliğine tabi tutulmuş (plakaj dahil)
722090800011,Sadece yüzey işçiliğine tabi tutulmuş (plakaj dahil)
721990800011,Sadece yüzey işçiliğine tabi tutulmuş (plakaj dahil) veya dikdörtgenden
722591000010,Sadece yüzey işçiliğine tabi tutulmuş (plakaj dahil) veya dikdörtgenden
722592000010,Sadece yüzey işçiliğine tabi tutulmuş (plakaj dahil) veya dikdörtgenden
721190202111,Sadece yüzey işçiliğine tabi tutulmuş olanlar
721190202911,Sadece yüzey işçiliğine tabi tutulmuş olanlar
720890201011,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
720890202011,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
720890801011,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
720890802011,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
720990802111,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
720990802911,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
721011001011,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
721011009011,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
721012200011,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
721012200080,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
721012801011,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
721012809011,Sadece yüzey işçiliğine tabi tutulmuş veya dikdörtgenden (kare
220840110000,Saf alkolün hektolitresinde 225 gram veya
220840510000,Saf alkolün hektolitresinde 225 gram veya daha fazla etil ve
285390904000,Saf çinko fosfür
280610000011,Saf hidroklorik asit
500600100011,Saf ipek ipliği
285210002211,Saf kompleks civa siyanür
251990100011,Saf magnezyum oksit
220830300000,Saf malt viskisi
280800000011,Saf nitrik asit
285390905000,Saf olmayan çinko fosfür
285210002311,Saf olmayan kompleks civa siyanür
251990100012,Saf olmayan magnezyum oksit
250100991000,Saf sodyum klorür
280700000011,Saf sülfirik asit (kodeks evsafında veya daha saf )
250900000011,Saf tebeşir
710310000011,Safir
710391000012,Safir
051000009011,Safra (kurutulmuş olsun olmasın )
291229009011,Safranal
293294000000,Safrol
401700009911,"Sağlığa, tıbba ve cerrahiye mahsus eşya"
741820000011,Sağlığı koruyucu eşya
761520000011,Sağlığı koruyucu eşya
761520000015,Sağlığı koruyucu eşyanın aksamı
021092920000,Sakatat
382499930014,Sakız mayası ( gomelastik )
170490650000,Sakızlı ve jöleli şekercilik mamulleri (şekercilik mamulü haline
292511001000,Sakkarin
292511002019,Sakkarinin diğer tuzları
180610150000,Sakkaroz içermeyenler veya ağırlık itibariyle % 5'den az sakkaroz
200190970011,Salata pancarı (Beta vulgaris var.candiva)
120991300000,"Salata pancarı veya ""kırmızı pancar"" tohumu (Beta vulgaris var. conditiva)"
070999100000,"Salatalık sebzeler, (marul (Lactuca sativa) ve hindiba (Cichorium spp.)"
071490200012,Salep
110620900011,Salep
291249001011,Salisilaldehit
290729002000,Salisilik alkol (salijenin)
291821000011,Salisilik asit
291821000019,Salisilik asitin diğer tuzları
070200910000,Salkımlar halinde
160419100000,Salmonidae türleri (som balıkları hariç)
160420300000,Salmonidaeler (som balıkları hariç)
160558000000,Salyangoz (deniz salyangozları hariç)
041090000012,Salyangoz kabuğu unu
030760000000,Salyangozlar (Deniz salyangozları hariç)
220421880000,Samos ve Muscat de Lemnos
220422880000,Samos ve Muscat de Lemnos
220429880000,Samos ve Muscat de Lemnos
844720200014,Sanayi tipi dikiştrikotaj makinaları
844720200012,Sanayi tipi düz örgü makinaları
844711000012,Sanayi tipi yuvarlak (dairevi) örgü makinaları
844712000012,Sanayi tipi yuvarlak (dairevi) örgü makinaları
151610901000,Sanayide kullanılan hidrojene edilmiş balina yağı
851419800011,Sanayide kullanılan ocak ve fırınlar
851420100011,Sanayide kullanılan ocak ve fırınlar
851420800011,Sanayide kullanılan ocak ve fırınlar
151800951000,Sanayide kullanılan sıvı yağlar
845140000011,Sanayide kullanılan yıkama makinaları
710491000011,Sanayide kullanılanlar
710499000011,Sanayide kullanılanlar
710510000011,Sanayide kullanılanlar
710590000011,Sanayide kullanılanlar
730890980016,Sandviç panel
761090900012,Sandviç panel
291539005113,Santalil asetat
290619002013,Santalol
293220901000,Santonin
842191000000,Santrifüjlere ait olanlar (santrifüj kurutma makinalarına ait olanlar dahil)
440349100000,"Sapelli, Afrika maunu ve İroko"
660390100000,Saplar ve uçlar
293890901000,Saponinler
160420500011,Sardalya
030243300000,Sardinops türü sardalyalar; yuvarlak ve kısa boylu sardalyalar
030353300000,Sardinops türü sardalyalar; yuvarlak ve kısa boylu sardalyalar
071290900011,Sarımsak
293159900011,Sarin (Oisopropil metilfosfonofloridate)
292249859013,"Sarkozin, sarkozin hidroklorür"
860610000000,Sarnıçlı vagonlar ve benzerleri
300241100000,SARS ile ilişkili koronavirüs aşıları (SARSCoV türleri)
846890009011,Satıh tavlama makina ve cihazlarına ait olanlar
844332109013,Satır yazıcılar
847050000011,Satış noktası terminalleri (POS makinaları)
080521100000,Satsuma
890610000000,Savaş gemileri
844519001000,Saw gin çırçır makinaları
030273000000,"Sazan balığı (Cyprinus spp., Carassius spp., Ctenopharyngodon"
030325000000,"Sazan balığı (Cyprinus spp., Carassius spp., Ctenopharyngodon"
030193000000,"Sazan balıkları (Cyprinus spp., Carassius spp."
040690150012,Sbrinz
291713100000,Sebasik asit
291713900015,Sebasik asit tuzları ve esterleri
030289310000,Sebastes marinus türünden olanlar
030389310000,Sebastes marinus türünden olanlar
030489210000,Sebastes marinus türünden olanlar
071090000000,Sebze karışımları
071190900000,Sebze karışımları
200490980026,Sebze karışımları
060290300000,Sebze ve çilek fideleri
821000000012,Sebze ve meyvaları dilme ve doğrama ve sularını çıkarmaya mahsus aletler
190219900011,Sebzeli olanlar
440311001100,Sedir
294190000045,Sefaleksin monohidrat
294190000043,Sefradin
294190000044,Sefradin monohidrat
294190000046,Sefradoksil monohidrat
294190000047,Sefuroksim aksetil
840991000013,Segmanlar
840999000013,Segmanlar
680421000014,Segmentler
293353900017,Sekbutabarbital (INN)
293353900018,Sekobarbital (INN)
290514900012,Sekonder bütil alkol
871495000000,Seleler
284290100011,"Selen asitlerin tuzları, çift tuzları ve kompleks tuzları"
280490000000,Selenyum
281390900011,Selenyum sülfür
253090300000,Selestin ve Strontianit
550210000000,Selüloz asetatdan olanlar
540333000000,Selüloz asetattan
540342000000,Selüloz asetattan
391290100000,Selüloz esterleri
480300100000,Selüloz vatka
320890990012,Selülozik boyalar
550410000011,Selülozik elyaf (Liyosel)
391710900000,Selülozik plastik maddelerden olanlar
320890990011,Selülozik vernikler
070999900012,Semizotu
853649000014,Senkron motorlu zaman röleleri
848180190001,Sensörlü olanlar
540220002100,"Sentetik balıkağı iplikleri (kalınlığı en az 70 denye, kat adedi en az"
551110000000,Sentetik devamsız liflerden (ağırlık itibariyle % 85 veya daha
551120000000,Sentetik devamsız liflerden (ağırlık itibariyle %85'den az sente
581100003000,Sentetik filamentlerden olanlar
392010810000,Sentetik kağıt hamuru [Rutubet sağlayıcı madde olarak suda çözün
320500001000,Sentetik laklar
610323000000,Sentetik liflerden
610333000000,Sentetik liflerden
610343000000,Sentetik liflerden
610413000000,Sentetik liflerden
610423000000,Sentetik liflerden
610433000000,Sentetik liflerden
610453000000,Sentetik liflerden
610463000000,Sentetik liflerden
610520100000,Sentetik liflerden
611212000000,Sentetik liflerden
611430000011,Sentetik liflerden
611693000000,Sentetik liflerden
620312000000,Sentetik liflerden
620413000000,Sentetik liflerden
620453000000,Sentetik liflerden
621430000000,Sentetik liflerden
630312000000,Sentetik liflerden
630612000000,Sentetik liflerden
630622000000,Sentetik liflerden
630800000021,Sentetik liflerden (devamsız veya döküntü)
611522000000,Sentetik liflerden (tek katı 67 desiteks veya daha fazla olanlar)
611521000000,Sentetik liflerden (tek katı 67 desiteksten az olanlar)
590500700011,Sentetik liflerden dokunmuş olanlar (devamsız veya döküntü)
620719000012,Sentetik liflerden slipler
620719000011,Sentetik liflerden uzun ve kısa külotlar
611510100000,Sentetik liflerden varis çorapları
710421000011,Sentetik olanlar
271220100000,Sentetik parafin (molekül ağırlığı 460 veya daha fazla fakat 1560'ı
350691909012,Sentetik reçineli (fenolik ve amino reçineleri) ahşap
540600000000,Sentetik ve suni filament iplikleri (dikiş ipliği hariç) (perakende
580300901000,Sentetik ve suni liflerden
610712000000,Sentetik ve suni liflerden
610822000000,Sentetik ve suni liflerden
580610000011,Sentetik ve suni liflerden veya pamuktan olanlar
570232000000,Sentetik veya suni dokumaya elverişli maddelerden
570242000000,Sentetik veya suni dokumaya elverişli maddelerden
570500300000,Sentetik veya suni dokumaya elverişli maddelerden
610620000000,Sentetik veya suni liflerden
610722000000,Sentetik veya suni liflerden
610811000000,Sentetik veya suni liflerden
610832000000,Sentetik veya suni liflerden
610892000000,Sentetik veya suni liflerden
610990200012,Sentetik veya suni liflerden
620530000000,Sentetik veya suni liflerden
620640000000,Sentetik veya suni liflerden
620722000000,Sentetik veya suni liflerden
620799100000,Sentetik veya suni liflerden
620811000000,Sentetik veya suni liflerden
620892000000,Sentetik veya suni liflerden
961900301000,Sentetik veya suni liflerden
591131190012,Sentetik veya suni liflerden olanlar
382499150012,Sentetik zeolit
850790300000,Separatörler
140190009011,Sepetçi söğüdü
030743290000,"Sepia officinalis, Rosia macrosoma"
030743210000,Sepiola rondeleti cinsi
940690310000,Seralar
853224000000,Seramik dielektrikli kondansatörler (çok katlı)
853223000000,Seramik dielektrikli kondansatörler (tek katlı)
680610000012,Seramik elyaf battaniye
382499969014,Seramik fırınlarının ısısını kontrola yarayan eriyebilen göstergeler
847480100000,"Seramik hamurlarını aglomere etmeye, kalıba dökmeye veya bunlara şekil"
841780300000,Seramik ürünlerin fırınlanmasına mahsus fırınlar ve ocaklar
854710000000,Seramikten izole edici bağlantı parçaları
853670002000,Seramikten olanlar
680422300000,Seramikten veya silikattan
841480803000,Serbest pistonlu jeneratörler
844319709011,Serigrafi baskı makinaları
292250009012,Serin
292250009013,Serin fosfat
284430110000,Sermetler
284430510000,Sermetler
200819120000,Sert kabuklu tropikal meyvalar; ağırlık itibariyle % 50 veya daha
200819920000,Sert kabuklu tropikal meyvalar; ağırlık itibariyle % 50 veya daha
391740000011,Sert polivinil klorür boru ekleme parçaları (basınçlı borular için)
930520001000,Sertleştirilmemiş vulkanize kauçuktan olanlar
930599001000,Sertleştirilmemiş vulkanize kauçuktan olanlar
701337100000,Sertleştirilmiş camdan olanlar
701349100000,Sertleştirilmiş camdan olanlar
401700001012,"Sertleştirilmiş kauçuğun döküntü, artık ve tozları"
854790009012,Sertleştirilmiş kauçuk veya asfaltlı veya katranlı maddelerden olanlar
961511000000,Sertleştirilmiş kauçuktan veya plastik maddelerden olanlar
391710100000,Sertleştirilmiş proteinlerden olanlar
392099901000,Sertleştirilmiş proteinlerden olanlar
392119001000,Sertleştirilmiş proteinlerden olanlar
392190901000,Sertleştirilmiş proteinlerden olanlar
391729004000,Sertleştirilmiş proteinlerden tabii kauçuğun kimyasal
902410400000,Sertlik deney ve kontrollerine mahsus olanlar
901890500013,Serum (infüzyon) setleri (pompalı setler hariç)
701010000000,Serum ampulleri
300212000023,Serum globulinleri
842541000000,Servis istasyonları veya garajlarda kullanılan türdeki sabit kriko
284610000000,Seryum bileşikleri
280530210000,Seryum ve Lantan
852792000000,Ses kayıt ve kayıt edilen sesi tekrar vermeye mahsus cihaz ile
852713000000,Ses kayıt veya kayıt edilen sesi tekrar vermeye mahsus cihaz ile
852791000000,Ses kayıt veya kayıt edilen sesi tekrar vermeye mahsus cihaz ile
854370060000,Ses miksajı için kablolu veya kablosuz ağlara bağlanabilen dijital sinyal işlemcileri
851290900012,Sesli işaret cihazlarına ait olanlar
293090959018,"Sesqimustard (1,2bis (2kloretiltiyo) etan)"
290517002011,Setil alkol
903281009011,Seviye kontrol cihazları
420292110000,"Seyahat çantaları, tuvalet çantaları, sırt çantaları,spor çantaları"
500720410000,Seyrek dokunmuş
280519900013,Sezyum ve rubidyum
220421860000,Sherry
220422860000,Sherry
220429860000,Sherry
070954000000,Shiitake (Lentinus edodes)
071234000000,Shiitake (Lentinus edodes)
845530310000,Sıcak hadde iş silindirleri; sıcak ve soğuk hadde destek silindirleri
721260001121,Sıcak haddelenmiş (sadece plakaj yapılmış)
721260001921,Sıcak haddelenmiş (sadece plakaj yapılmış)
722090200021,Sıcak haddelenmiş sadece plakaj yapılmış
722090800021,Sıcak haddelenmiş sadece plakaj yapılmış
722860200011,Sıcak haddelenmiş ve çekilmiş (sadece plakaj yapılmış)
722860800011,Sıcak haddelenmiş ve çekilmiş (sadece plakaj yapılmış)
722870900011,Sıcak haddelenmiş ve çekilmiş (sadece plakaj yapılmış)
721590000011,Sıcak haddelenmiş veya çekilmiş (sadece plakaj yapılmış)
721699001011,Sıcak haddelenmiş veya çekilmiş (sadece plakaj yapılmış) olanlar
721699009011,Sıcak haddelenmiş veya çekilmiş (sadece plakaj yapılmış) olanlar
722620000012,"Sıcak haddelenmiş, sadece plakaj ameliyesine tabi tutulmuş olup, ge"
722699100011,"Sıcak haddelenmiş, sadece plakaj ameliyesine tabi tutulmuş, genişliği"
722699300011,"Sıcak haddelenmiş, sadece plakaj ameliyesine tabi tutulmuş, genişliği"
722699700011,"Sıcak haddelenmiş, sadece plakaj ameliyesine tabi tutulmuş, genişliği"
722240900011,"Sıcak haddelenmiş, sıcak çekilmiş, sadece plakaj ameliyesine tabi tutulmuş"
722230970011,"Sıcak haddelenmiş, sıcak çekilmiş, sadece plakaj ameliyisine tabi tutulmuş"
732020200000,Sıcak işlenmiş
851411000000,Sıcak izostatik presler
030254110000,Sığ su berlam balıkları (Merluccius capensis) ve derinsu berlam
030366110000,Sığ su berlam balıkları (Merluccius capensis) ve derinsu berlam
030474110000,Sığ su berlam balıkları (Merluccius capensis) ve derinsu berlam
410150501000,Sığır derileri
051110000000,Sığır spermleri
150290900011,Sığır yağları
410419100000,Sığırların (bufalo dahil) bütün halindeki post ve derileri
410712910000,Sığırların (bufalo dahil) deri ve köseleleri
410792100000,Sığırların (bufalo dahil) deri ve köseleleri
410799100000,Sığırların (bufalo dahil) deri ve köseleleri
410719100000,Sığırların (bufalo dahil) deri ve köseleleri ( birim yüzey alanı
761300000000,Sıkıştırılmış veya sıvılaştırılmış gaz için aluminyum kaplar
870410100000,Sıkıştırma ateşlemeli içten yanmalı pistonlu motorlu olanlar (dizel veya
842940900000,Sıkıştırma işini tokmaklamak suretiyle yapan makinalar
150300300000,Sınai amaçlar için kullanılan sıvı donyağı (insan gıdası olarak kullanılan
150290100000,Sınai amaçlar için kullanılanlar (insan gıdası olarak kullanılan
150110100000,Sınai amaçlar için kullanılanlar (insan gıdası olarak kullanılan ürünlerin
150120100000,Sınai amaçlar için kullanılanlar (insan gıdası olarak kullanılan ürünlerin
150210100000,Sınai amaçlar için kullanılanlar (insan gıdası olarak kullanılan ürünlerin
200799100000,Sınai işlemler için net muhtevası 100 kg.ı geçen hazır ambalaj
842870000000,Sınai robotlar
847950000000,Sınai robotlar (tarifenin başka yerinde belirtilmeyen veya
720449900011,Sınıflandırılmamış veya derecelendirilmemiş olanlar
720410000011,Sınıflandırılmış veya derecelendirilmiş olanlar
720421100011,Sınıflandırılmış veya derecelendirilmiş olanlar
720421900011,Sınıflandırılmış veya derecelendirilmiş olanlar
720429000011,Sınıflandırılmış veya derecelendirilmiş olanlar
920710500000,Sıntizayzır'lar
410411100011,Sırçalı deri (full grains)
410411510011,Sırçalı deri (full grains)
410411590011,Sırçalı deri (full grains)
410411900011,Sırçalı deri (full grains)
320720100000,Sırlar
847751000012,Sırt kaplamasına mahsus makinalar
020744410000,"Sırt, boyun, boyunlu sırt, kanat ve kuyruk uçları"
020745410000,"Sırt, boyun, boyunlu sırt, kanat ve kuyruk uçları"
020754410000,"Sırt, boyun, boyunlu sırt, kanat ve kuyruk uçları"
020755410000,"Sırt, boyun, boyunlu sırt, kanat ve kuyruk uçları"
020760410000,"Sırt, boyun, boyunlu sırt, kanat ve kuyruk uçları"
844010900011,"Sırt, kapak yapma makina ve cihazları"
020713400000,"Sırt,boyun,boyunlu sırt,kanat ve kuyruk uçları"
020714400000,"Sırt,boyun,boyunlu sırt,kanat ve kuyruk uçları"
020726400000,"Sırt,boyun,boyunlu sırt,kanat ve kuyruk uçları"
020727400000,"Sırt,boyun,boyunlu sırt,kanat ve kuyruk uçları"
820210000011,Sırtlı testereler
382211000000,Sıtma için olanlar
560311100000,Sıvanmış veya kaplanmış olanlar
560312100000,Sıvanmış veya kaplanmış olanlar
560313100000,Sıvanmış veya kaplanmış olanlar
560314100000,Sıvanmış veya kaplanmış olanlar
560391100000,Sıvanmış veya kaplanmış olanlar
560392100000,Sıvanmış veya kaplanmış olanlar
560393100000,Sıvanmış veya kaplanmış olanlar
560394100000,Sıvanmış veya kaplanmış olanlar
390791100000,Sıvı
320730000000,Sıvı cilalar ve benzeri müstahzarlar
841382000000,Sıvı elevatörleri
841392000000,Sıvı elevatörlerine ait olanlar
310510009011,Sıvı gübreler
040819810000,Sıvı halde
285390300000,Sıvı hava (içindeki asal gazlar alınmış olsun olmasın); sıkıştırılmış
150600000013,Sıvı kemik yağı
852852910000,Sıvı kristal gösterge (LCD) teknoloji ekranı olanlar
852872400000,Sıvı kristal gösterge (LCD) teknoloji ekranı olanlar
150300901000,Sıvı lard
340120909011,Sıvı sabunlar
902820000000,Sıvı sayaçları
380630001000,"Sıvı veya hamur halde veya blok, parça , pıhtı, şekilsiz külçe, granül,"
380120100000,Sıvı yağ içinde çözelti halinde olan kolloidal grafit; yarıkolloidal grafit
732112000000,Sıvı yakıtlı
732182000000,Sıvı yakıtlı
271119000011,Sıvılaştırılmış petrol gazı (L.P.G.)
851629100000,Sıvıyla doldurulmuş radyatörler
850730200000,Sızdırmaz olanlar
293410000012,Sibazol
220421310000,Sicilia
220421610000,Sicilia
560811200000,"Sicim, ip ve halattan"
560819110000,"Sicim, ip ve halattan"
392290009012,Sifonlar (Pis su tesisatı için)
560122100011,Sigara filtresi
847810000012,"Sigara, puro veya sigarillo imaline mahsus makina ve cihazlar"
842240000011,"Sigara, puro, sigarillo veya makaron paketleme veya ambalajlama makinaları"
240319100012,Sigaralık tütünler
240319900012,Sigaralık tütünler
240210000019,Sigarillolar
701590009011,"Sigorta, buşon kapaklarında kullanılan özel camlar"
292990900017,Siklamik Asit
290920000000,"Siklanik, siklenik veya sikloterpenik eterler ve bunların halojen"
291720000000,"Siklanik, siklenik veya sikloterpenik polikarboksilik asitler,"
293299002000,Siklik asetaller ve halkalı yarı asetaller (başka oksijenli
293353900015,Siklobarbital (INN)
290211000000,Siklohekzan
291620000011,Siklohekzan karboksilik asit
290612000011,Siklohekzanol
291422000011,Siklohekzanon
290219000021,Siklohekzen
291539009912,Siklohekzil asetat
292130100011,Siklohekzilamin
292130100013,Siklohekzilamin ve siklohekzildimetilamin tuzları
292130100012,Siklohekzildimetilamin
292130910000,"Siklohex 1,3 ylenediamin (1,3 diaminosiklohekzan)"
291429000015,Siklopentanon (adip keton)
291620000012,Siklopentenil asetik asit
292219000022,Siklopentolat
292219000023,Siklopentolat hidroklorür
294190000017,Sikloserin ve türevleri;bunların tuzları
291229009012,Siklostraller
901320000010,Silahlar için olanlar
901310900011,Silahlar için teleskopik dürbünler
901390050000,Silahlara takılacak teleskopik dürbünlere veya periskoplara ait olanlar
401692000000,Silgiler
690320101011,Silikadan olanlar
722720000000,Siliko manganez çeliğinden
250860001000,Silikoalumin ve silisli ateş toprağı
391000000011,Silikon yağları
250850000013,Silimanit
840991000014,Silindir gömlekleri
840999000014,Silindir gömlekleri
840732900000,Silindir hacmi 125 cm3.ü geçen fakat 250 cm3.ü geçmeyenler
871120980000,Silindir hacmi 125 cm3.ü geçen fakat 250 cm3.ü geçmeyenler
870332191100,Silindir hacmi 1500 cm3' ü geçen fakat 1600 cm3' ü geçmeyenler
870323191100,Silindir hacmi 1500 cm3' ü geçen fakat 1600 cm3. ü geçmeyenler
870323901100,Silindir hacmi 1500 cm3. ü geçen fakat 1600 cm3. ü geçmeyenler
870332901100,Silindir hacmi 1500 cm3. ü geçen fakat 1600 cm3. ü geçmeyenler
840734990000,Silindir hacmi 1500 cm3.ü geçenler
840734910000,Silindir hacmi 1500 cm3.ü geçmeyenler
870323191200,Silindir hacmi 1600 cm3' ü geçen fakat 2000 cm3' ü geçmeyenler
870332191200,Silindir hacmi 1600 cm3' ü geçen fakat 2000 cm3' ü geçmeyenler
870332901200,Silindir hacmi 1600 cm3' ü geçen fakat 2000 cm3' ü geçmeyenler
870323901200,Silindir hacmi 1600 cm3. ü geçen fakat 2000 cm3. ü geçmeyenler
870323191300,Silindir hacmi 2000 cm3' ü geçenler
870332191300,Silindir hacmi 2000 cm3' ü geçenler
870332901300,Silindir hacmi 2000 cm3' ü geçenler
870323901300,Silindir hacmi 2000 cm3. ü geçenler
840710001012,Silindir hacmi 250 cm3 .den fazla olanlar
840710009012,Silindir hacmi 250 cm3 .den fazla olanlar
840710001011,Silindir hacmi 250 cm3 veya daha az olanlar
840710009011,Silindir hacmi 250 cm3 veya daha az olanlar
871130100000,Silindir hacmi 250 cm3.ü geçen fakat 380 cm3.ü geçmeyenler
840733200000,Silindir hacmi 250 cm3.ü geçen fakat 500 cm3.ü geçmeyenler
840790100000,Silindir hacmi 250 cm3.ü geçmeyenler
870333191011,Silindir hacmi 2500 cm3' ü geçen fakat 3000 cm3' ü geçmeyenler
870333901011,Silindir hacmi 2500 cm3' ü geçen fakat 3000 cm3' ü geçmeyenler
870220100000,Silindir hacmi 2500 cm3.ü geçenler
870220900000,Silindir hacmi 2500 cm3.ü geçmeyenler
870230100000,Silindir hacmi 2800 cm3.ü geçenler
